9.999953508377075195e-01,2.032341581070795655e-05,1.226971149444580078e+01,8.082040548324584961e-01
7.504420876502990723e-01,8.203942343243397772e-07,1.100971341133117676e+00,3.093670904636383057e-01
9.948849081993103027e-01,7.907200779300183058e-05,5.270444393157958984e+00,1.169955348968505859e+01
9.999946355819702148e-01,3.396501764655113220e-02,1.214390754699707031e+01,7.422402858734130859e+00
9.999383687973022461e-01,6.556230131536722183e-03,9.694242477416992188e+00,1.593682050704956055e+00
9.932097792625427246e-01,2.295196281920652837e-05,4.985461235046386719e+00,1.080966830253601074e+00
9.077592492103576660e-01,1.594115747138857841e-05,2.286577701568603516e+00,-1.738639473915100098e+00
9.992294311523437500e-01,4.654615622712299228e-05,7.167590618133544922e+00,5.030038356781005859e+00
8.731049299240112305e-01,8.102908395812846720e-06,1.928695440292358398e+00,-2.292248249053955078e+00
9.977923631668090820e-01,4.453310975804924965e-04,6.113614559173583984e+00,1.203164339065551758e+00
9.876632094383239746e-01,9.789873729459941387e-05,4.382761001586914062e+00,2.820824623107910156e+00
9.453576207160949707e-01,4.341590738476952538e-06,2.850753068923950195e+00,1.640063166618347168e+00
9.999902248382568359e-01,4.479701165109872818e-04,1.152982521057128906e+01,-8.765598297119140625e+00
9.784268140792846680e-01,6.154794391477480531e-05,3.814494132995605469e+00,3.030862092971801758e+00
9.772201180458068848e-01,1.867128594312816858e-05,3.758835554122924805e+00,-7.566949844360351562e+00
9.964978694915771484e-01,1.585685386089608073e-04,5.650881290435791016e+00,2.371672630310058594e+00
9.997214674949645996e-01,5.972849903628230095e-04,8.185760498046875000e+00,-6.897177124023437500e+01
9.999905824661254883e-01,4.186344540357822552e-06,1.157643508911132812e+01,9.300185203552246094e+00
9.992111921310424805e-01,1.976766798179596663e-04,7.144166946411132812e+00,1.869544625282287598e+00
9.976735711097717285e-01,4.077493940712884068e-06,6.061110973358154297e+00,4.679278945922851562e+01
9.996621608734130859e-01,1.885828794911503792e-03,7.992662906646728516e+00,1.029681491851806641e+01
9.996069073677062988e-01,3.697669228586164536e-07,7.841052055358886719e+00,-7.240484714508056641e+00
9.990099668502807617e-01,1.988595249713398516e-05,6.916805267333984375e+00,-2.058569908142089844e+01
9.999438524246215820e-01,1.654328807489946485e-04,9.787093162536621094e+00,2.817350864410400391e+00
9.998819828033447266e-01,1.798857265384867787e-04,9.044461250305175781e+00,3.853085756301879883e+00
9.471583366394042969e-01,2.955687159555964172e-05,2.886166334152221680e+00,3.841331958770751953e+00
9.997447133064270020e-01,3.374157706275582314e-03,8.272768020629882812e+00,3.153785228729248047e+00
9.893414378166198730e-01,5.235260118752194103e-07,4.530669212341308594e+00,-1.348918914794921875e+00
9.877324104309082031e-01,1.378537461960149813e-07,4.388455867767333984e+00,1.803922176361083984e+00
9.980071187019348145e-01,7.739097782177850604e-06,6.216158390045166016e+00,-2.626613616943359375e+00
9.985315799713134766e-01,1.541013625683262944e-04,6.522146224975585938e+00,1.026721596717834473e+00
9.960052371025085449e-01,8.955767407314851880e-05,5.518764495849609375e+00,1.624396514892578125e+02
1.000000000000000000e+00,3.331283573061227798e-03,1.859611129760742188e+01,3.775055170059204102e+00
9.244416356086730957e-01,2.284649235662072897e-05,2.504284381866455078e+00,1.107447147369384766e+00
8.149245381355285645e-01,2.911471483457717113e-06,1.482331871986389160e+00,-1.624437212944030762e+00
9.994896650314331055e-01,1.165386856882832944e-04,7.579877853393554688e+00,1.180731296539306641e+00
9.996976852416992188e-01,2.712224086280912161e-04,8.103713035583496094e+00,-9.513183593750000000e+00
9.999837875366210938e-01,4.638571292161941528e-03,1.102846145629882812e+01,1.588550448417663574e+00
9.917333126068115234e-01,4.888810144620947540e-05,4.787213802337646484e+00,2.999000072479248047e+00
9.939476251602172852e-01,1.170439567488301691e-08,5.101233959197998047e+00,2.105208587646484375e+01
9.931494593620300293e-01,6.411566573660820723e-05,4.976544380187988281e+00,1.338175296783447266e+00
8.118333220481872559e-01,7.525405010255781235e-08,1.461966633796691895e+00,2.315239459276199341e-01
9.935938715934753418e-01,7.212146738311275840e-05,5.044069766998291016e+00,8.835875988006591797e-01
9.679886698722839355e-01,4.477947732084430754e-05,3.409129858016967773e+00,7.039535045623779297e-01
9.586274027824401855e-01,6.354739525704644620e-06,3.142882823944091797e+00,4.601652920246124268e-01
9.993597865104675293e-01,3.735630889423191547e-05,7.353016376495361328e+00,-4.441048622131347656e+00
9.998755455017089844e-01,8.692484116181731224e-04,8.991189002990722656e+00,1.682700991630554199e+00
9.989777803421020508e-01,2.093982766382396221e-04,6.884732723236083984e+00,5.847502946853637695e-01
9.984059929847717285e-01,2.229803612863179296e-06,6.439911365509033203e+00,9.955324530601501465e-01
9.998207688331604004e-01,2.371757989749312401e-03,8.626625061035156250e+00,1.281533122062683105e+00
7.632775902748107910e-01,1.379916767518807319e-07,1.170733571052551270e+00,1.568323075771331787e-01
9.720699787139892578e-01,2.716140079428441823e-05,3.549725532531738281e+00,1.119666934013366699e+00
7.971849441528320312e-01,5.094873358757467940e-06,1.368791818618774414e+00,1.048185944557189941e+00
9.972136616706848145e-01,2.603356260806322098e-04,5.880208969116210938e+00,8.531339168548583984e-01
9.996250867843627930e-01,7.359452411037636921e-06,7.888492584228515625e+00,6.015764236450195312e+00
9.996792078018188477e-01,9.627481340430676937e-04,8.044278144836425781e+00,1.941631555557250977e+00
9.961118102073669434e-01,3.924263000953942537e-04,5.545903205871582031e+00,-6.188854217529296875e+00
9.584544301033020020e-01,2.772696348074532580e-07,3.138532638549804688e+00,7.438603043556213379e-01
9.999880790710449219e-01,1.209681213367730379e-04,1.134127998352050781e+01,7.381238460540771484e+00
9.978212118148803711e-01,3.310425381641834974e-05,6.126816272735595703e+00,2.699593544006347656e+00
7.962291836738586426e-01,5.490821308740123641e-08,1.362891077995300293e+00,-3.183314800262451172e+00
9.978408813476562500e-01,4.380412428872659802e-05,6.135930538177490234e+00,1.708573102951049805e+00
7.917983531951904297e-01,9.748240614726455533e-08,1.335799694061279297e+00,1.755908876657485962e-01
