9.999217987060546875e-01,1.915219705551862717e-03,9.456475257873535156e+00
9.999953508377075195e-01,2.032341762969736010e-05,1.226971149444580078e+01
7.504420876502990723e-01,8.203941774809209164e-07,1.100971341133117676e+00
9.937962293624877930e-01,2.603802386147435755e-06,5.076380252838134766e+00
9.948849081993103027e-01,7.907200051704421639e-05,5.270444393157958984e+00
9.999946355819702148e-01,3.396502137184143066e-02,1.214390754699707031e+01
9.999383687973022461e-01,6.556230131536722183e-03,9.694242477416992188e+00
9.986133575439453125e-01,8.836858905851840973e-04,6.579465866088867188e+00
9.932097792625427246e-01,2.295196827617473900e-05,4.985461235046386719e+00
9.077592492103576660e-01,1.594116110936738551e-05,2.286577701568603516e+00
9.992294311523437500e-01,4.654616714105941355e-05,7.167590618133544922e+00
8.731049299240112305e-01,8.102906576823443174e-06,1.928695440292358398e+00
9.977923631668090820e-01,4.453311266843229532e-04,6.113614559173583984e+00
9.876632094383239746e-01,9.789874457055702806e-05,4.382761001586914062e+00
9.453576207160949707e-01,4.341594831203110516e-06,2.850753307342529297e+00
9.999902248382568359e-01,4.479695635382086039e-04,1.152982425689697266e+01
9.694885015487670898e-01,2.410798060736851767e-06,3.458667278289794922e+00
9.784268140792846680e-01,6.154795119073241949e-05,3.814494371414184570e+00
9.772201180458068848e-01,1.867128776211757213e-05,3.758835554122924805e+00
9.999599456787109375e-01,3.724173177033662796e-03,1.012560176849365234e+01
9.964978694915771484e-01,1.585685386089608073e-04,5.650881290435791016e+00
9.997214674949645996e-01,5.972849321551620960e-04,8.185760498046875000e+00
9.999905824661254883e-01,4.186349087831331417e-06,1.157643508911132812e+01
9.992111921310424805e-01,1.976766070583835244e-04,7.144166469573974609e+00
9.976735711097717285e-01,4.077495759702287614e-06,6.061110973358154297e+00
9.999995231628417969e-01,5.119174602441489697e-05,1.455533409118652344e+01
9.996621608734130859e-01,1.885828794911503792e-03,7.992662906646728516e+00
9.993264675140380859e-01,6.392059003701433539e-05,7.302288055419921875e+00
9.996069073677062988e-01,3.697662407375901239e-07,7.841051578521728516e+00
9.990099668502807617e-01,1.988594885915517807e-05,6.916805744171142578e+00
9.999438524246215820e-01,1.654328370932489634e-04,9.787093162536621094e+00
9.998819828033447266e-01,1.798857410904020071e-04,9.044461250305175781e+00
9.963982105255126953e-01,6.334903446258977056e-05,5.622717857360839844e+00
9.471583366394042969e-01,2.955686977657023817e-05,2.886166334152221680e+00
9.999934434890747070e-01,9.614740312099456787e-02,1.193570518493652344e+01
9.997447133064270020e-01,3.374157240614295006e-03,8.272768020629882812e+00
9.893414378166198730e-01,5.235262960923137143e-07,4.530669212341308594e+00
9.877324104309082031e-01,1.378535046114848228e-07,4.388455390930175781e+00
9.987511634826660156e-01,9.942506439983844757e-04,6.684279441833496094e+00
9.980071187019348145e-01,7.739097782177850604e-06,6.216158390045166016e+00
7.896331548690795898e-01,1.380471758238854818e-06,1.322715759277343750e+00
9.999890327453613281e-01,6.212963256984949112e-03,1.141878986358642578e+01
9.985315799713134766e-01,1.541014062240719795e-04,6.522146224975585938e+00
9.960052371025085449e-01,8.955773955676704645e-05,5.518765449523925781e+00
1.000000000000000000e+00,3.331283573061227798e-03,1.859611129760742188e+01
9.244416356086730957e-01,2.284649235662072897e-05,2.504284381866455078e+00
8.149245381355285645e-01,2.911472620326094329e-06,1.482331871986389160e+00
9.577957391738891602e-01,1.287821578443981707e-05,3.122113704681396484e+00
9.994896650314331055e-01,1.165387002401985228e-04,7.579877853393554688e+00
9.494353532791137695e-01,2.216950088040903211e-05,2.932614326477050781e+00
9.904905557632446289e-01,1.351719333797518630e-06,4.645915031433105469e+00
9.996976852416992188e-01,2.712223795242607594e-04,8.103713035583496094e+00
9.999837875366210938e-01,4.638572223484516144e-03,1.102846145629882812e+01
9.917333126068115234e-01,4.888810144620947540e-05,4.787213802337646484e+00
9.939476251602172852e-01,1.170438412856356081e-08,5.101233959197998047e+00
9.931494593620300293e-01,6.411568028852343559e-05,4.976544380187988281e+00
8.118332624435424805e-01,7.525403589170309715e-08,1.461966753005981445e+00
9.974499344825744629e-01,3.517908626236021519e-04,5.969098567962646484e+00
9.962227344512939453e-01,2.052425043075345457e-05,5.574973583221435547e+00
9.935938715934753418e-01,7.212146738311275840e-05,5.044069766998291016e+00
9.679886698722839355e-01,4.477948459680192173e-05,3.409129858016967773e+00
9.586274027824401855e-01,6.354739070957293734e-06,3.142882823944091797e+00
9.502453207969665527e-01,2.283146932313684374e-05,2.949615716934204102e+00
9.993597865104675293e-01,3.735635618795640767e-05,7.353016853332519531e+00
9.998755455017089844e-01,8.692484116181731224e-04,8.991189002990722656e+00
9.989777803421020508e-01,2.093982329824939370e-04,6.884732723236083984e+00
8.418386578559875488e-01,3.150180646116496064e-06,1.671972513198852539e+00
9.963445067405700684e-01,1.350464026472764090e-05,5.607849121093750000e+00
9.984059929847717285e-01,2.229803612863179296e-06,6.439911365509033203e+00
9.998207688331604004e-01,2.371757989749312401e-03,8.626625061035156250e+00
7.632775902748107910e-01,1.379916056976071559e-07,1.170733809471130371e+00
9.720699787139892578e-01,2.716140079428441823e-05,3.549725532531738281e+00
7.971849441528320312e-01,5.094873358757467940e-06,1.368791818618774414e+00
9.972136616706848145e-01,2.603356260806322098e-04,5.880208969116210938e+00
9.978440999984741211e-01,4.128921864321455359e-05,6.137409687042236328e+00
9.996250867843627930e-01,7.359452411037636921e-06,7.888492107391357422e+00
9.996792078018188477e-01,9.627482504583895206e-04,8.044278144836425781e+00
9.961118102073669434e-01,3.924263583030551672e-04,5.545903205871582031e+00
7.945737838745117188e-01,3.429018761380575597e-06,1.352719068527221680e+00
9.584544301033020020e-01,2.772695211206155363e-07,3.138532400131225586e+00
9.995999932289123535e-01,3.484006083454005420e-05,7.823579788208007812e+00
9.987149238586425781e-01,9.611262939870357513e-04,6.655596256256103516e+00
9.999880790710449219e-01,1.209681722684763372e-04,1.134127998352050781e+01
9.999680519104003906e-01,1.792671531438827515e-02,1.035018348693847656e+01
9.978212118148803711e-01,3.310421379865147173e-05,6.126815795898437500e+00
7.962292432785034180e-01,5.490823085096963041e-08,1.362891077995300293e+00
9.978408813476562500e-01,4.380412792670540512e-05,6.135930538177490234e+00
7.917983531951904297e-01,9.748245588525605854e-08,1.335799694061279297e+00
9.979769587516784668e-01,3.679171641124412417e-06,6.201096534729003906e+00
9.999756813049316406e-01,2.942662717941857409e-07,1.062279033660888672e+01
9.999586343765258789e-01,9.937497088685631752e-04,1.009185886383056641e+01
9.996610879898071289e-01,2.901362895499914885e-04,7.989328861236572266e+00
9.893390536308288574e-01,1.667615023848156852e-08,4.530448436737060547e+00
9.930938482284545898e-01,6.496346145468123723e-07,4.968401908874511719e+00
9.964883327484130859e-01,9.177284664474427700e-05,5.648149490356445312e+00
9.916548728942871094e-01,4.461150524548429530e-07,4.777691841125488281e+00
9.948320388793945312e-01,4.567848463921109214e-06,5.260099411010742188e+00
8.286152482032775879e-01,5.837370281369658187e-06,1.575844883918762207e+00
9.507882595062255859e-01,8.178408279491122812e-06,2.961158990859985352e+00
8.822003006935119629e-01,8.631532155689569663e-10,2.013433456420898438e+00
9.015896320343017578e-01,6.609732281503966078e-06,2.215013027191162109e+00
9.992856383323669434e-01,2.214260865002870560e-03,7.243368148803710938e+00
9.982892870903015137e-01,8.271790575236082077e-04,6.369165420532226562e+00
9.986525177955627441e-01,3.654236206784844398e-05,6.608166694641113281e+00
8.835420608520507812e-01,8.988268746179528534e-06,2.026408195495605469e+00
9.995125532150268555e-01,1.046954072080552578e-03,7.625948905944824219e+00
9.999840259552001953e-01,7.212027441710233688e-03,1.104634094238281250e+01
9.998452663421630859e-01,3.357963869348168373e-04,8.773516654968261719e+00
9.129716157913208008e-01,5.190922820474952459e-06,2.350470781326293945e+00
9.999955892562866211e-01,4.184482349955942482e-06,1.231963920593261719e+01
9.974150657653808594e-01,2.633665280882269144e-04,5.955487251281738281e+00
9.998996257781982422e-01,2.870228374376893044e-03,9.206276893615722656e+00
7.036738395690917969e-01,4.430691660672891885e-06,8.648543357849121094e-01
9.999935626983642578e-01,2.227883877381486855e-09,1.195725631713867188e+01
9.999862909317016602e-01,1.958947541425004601e-04,1.120137977600097656e+01
9.669681191444396973e-01,3.391225618543103337e-06,3.376690149307250977e+00
9.999984502792358398e-01,8.741393103264272213e-04,1.338425445556640625e+01
9.981803894042968750e-01,2.762375224847346544e-04,6.307310104370117188e+00
9.999215602874755859e-01,1.757994480431079865e-02,9.452527999877929688e+00
9.999710321426391602e-01,2.367423585383221507e-04,1.044993972778320312e+01
9.999984502792358398e-01,7.714016101090237498e-05,1.337886047363281250e+01
9.956136941909790039e-01,2.262253256049007177e-04,5.424880981445312500e+00
8.074693083763122559e-01,4.257920863892650232e-06,1.433649539947509766e+00
9.979773163795471191e-01,8.911659097066149116e-05,6.201319217681884766e+00
9.633569717407226562e-01,7.859457582526374608e-06,3.269201517105102539e+00
9.997809529304504395e-01,1.631919985811691731e-05,8.426024436950683594e+00
8.657606840133666992e-01,6.229935024748556316e-06,1.863984704017639160e+00
9.991542100906372070e-01,1.192810959764756262e-04,7.074330329895019531e+00
9.999991655349731445e-01,1.370757818222045898e-02,1.404928016662597656e+01
9.975659847259521484e-01,1.128222720581106842e-06,6.015781402587890625e+00
9.998558759689331055e-01,1.923216186696663499e-04,8.844637870788574219e+00
